service	prefix	action	action docs	access level	condition keys	dependent actions	description
AWS App Mesh Preview 	appmesh-preview	DeleteVirtualRouter	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualRouter.html	Write			Grants permission to delete an existing virtual router
AWS App Mesh Preview 	appmesh-preview	DeleteVirtualService	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DeleteVirtualService.html	Write			Grants permission to delete an existing virtual service
AWS App Mesh Preview 	appmesh-preview	DescribeGatewayRoute	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeGatewayRoute.html	Read			Grants permission to describe an existing gateway route
AWS App Mesh Preview 	appmesh-preview	DescribeMesh	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeMesh.html	Read			Grants permission to describe an existing service mesh
AWS App Mesh Preview 	appmesh-preview	DescribeRoute	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeRoute.html	Read			Grants permission to describe an existing route
AWS App Mesh Preview 	appmesh-preview	DescribeVirtualGateway	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualGateway.html	Read			Grants permission to describe an existing virtual gateway
AWS App Mesh Preview 	appmesh-preview	DescribeVirtualNode	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualNode.html	Read			Grants permission to describe an existing virtual node
AWS App Mesh Preview 	appmesh-preview	DescribeVirtualRouter	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualRouter.html	Read			Grants permission to describe an existing virtual router
AWS App Mesh Preview 	appmesh-preview	DescribeVirtualService	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_DescribeVirtualService.html	Read			Grants permission to describe an existing virtual service
AWS App Mesh Preview 	appmesh-preview	ListGatewayRoutes	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListGatewayRoutes.html	List			Grants permission to list existing gateway routes in a service mesh
AWS App Mesh Preview 	appmesh-preview	ListMeshes	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListMeshes.html	List			Grants permission to list existing service meshes
AWS App Mesh Preview 	appmesh-preview	ListRoutes	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListRoutes.html	List			Grants permission to list existing routes in a service mesh
AWS App Mesh Preview 	appmesh-preview	ListVirtualGateways	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualGateways.html	List			Grants permission to list existing virtual gateways in a service mesh
AWS App Mesh Preview 	appmesh-preview	ListVirtualNodes	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualNodes.html	List			Grants permission to list existing virtual nodes
AWS App Mesh Preview 	appmesh-preview	ListVirtualRouters	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualRouters.html	List			Grants permission to list existing virtual routers in a service mesh
AWS App Mesh Preview 	appmesh-preview	ListVirtualServices	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_ListVirtualServices.html	List			Grants permission to list existing virtual services in a service mesh
AWS App Mesh Preview 	appmesh-preview	StreamAggregatedResources	https://docs.aws.amazon.com/app-mesh/latest/userguide/envoy.html	Read			Grants permission to receive streamed resources for an App Mesh endpoint (VirtualNode/VirtualGateway)
AWS App Mesh Preview 	appmesh-preview	UpdateGatewayRoute	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateGatewayRoute.html	Write			Grants permission to update an existing gateway route for a specified service mesh and virtual gateway
AWS App Mesh Preview 	appmesh-preview	UpdateMesh	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateMesh.html	Write			Grants permission to update an existing service mesh
AWS App Mesh Preview 	appmesh-preview	UpdateRoute	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateRoute.html	Write			Grants permission to update an existing route for a specified service mesh and virtual router
AWS App Mesh Preview 	appmesh-preview	UpdateVirtualGateway	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateVirtualGateway.html	Write			Grants permission to update an existing virtual gateway in a specified service mesh
AWS App Mesh Preview 	appmesh-preview	UpdateVirtualNode	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateVirtualNode.html	Write			Grants permission to update an existing virtual node in a specified service mesh
AWS App Mesh Preview 	appmesh-preview	UpdateVirtualRouter	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateVirtualRouter.html	Write			Grants permission to update an existing virtual router in a specified service mesh
AWS App Mesh Preview 	appmesh-preview	UpdateVirtualService	https://docs.aws.amazon.com/app-mesh/latest/APIReference/API_UpdateVirtualService.html	Write			Grants permission to update an existing virtual service in a specified service mesh
AWS App Runner 	apprunner	AssociateCustomDomain	https://docs.aws.amazon.com/apprunner/latest/api/API_AssociateCustomDomain.html	Write			Grants permission to associate your own domain name with the AWS App Runner subdomain URL of your App Runner service
AWS App Runner 	apprunner	CreateAutoScalingConfiguration	https://docs.aws.amazon.com/apprunner/latest/api/API_CreateAutoScalingConfiguration.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an AWS App Runner automatic scaling configuration resource
AWS App Runner 	apprunner	CreateConnection	https://docs.aws.amazon.com/apprunner/latest/api/API_CreateConnection.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an AWS App Runner connection resource
AWS App Runner 	apprunner	CreateObservabilityConfiguration	https://docs.aws.amazon.com/apprunner/latest/api/API_CreateObservabilityConfiguration.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an AWS App Runner observability configuration resource
AWS App Runner 	apprunner	CreateService	https://docs.aws.amazon.com/apprunner/latest/api/API_CreateService.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys, apprunner:ConnectionArn, apprunner:AutoScalingConfigurationArn, apprunner:ObservabilityConfigurationArn, apprunner:VpcConnectorArn		Grants permission to create an AWS App Runner service resource
AWS App Runner 	apprunner	CreateVpcConnector	https://docs.aws.amazon.com/apprunner/latest/api/API_CreateVpcConnector.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an AWS App Runner VPC connector resource
AWS App Runner 	apprunner	DeleteAutoScalingConfiguration	https://docs.aws.amazon.com/apprunner/latest/api/API_DeleteAutoScalingConfiguration.html	Write			Grants permission to delete an AWS App Runner automatic scaling configuration resource
AWS App Runner 	apprunner	DeleteConnection	https://docs.aws.amazon.com/apprunner/latest/api/API_DeleteConnection.html	Write			Grants permission to delete an AWS App Runner connection resource
AWS App Runner 	apprunner	DeleteObservabilityConfiguration	https://docs.aws.amazon.com/apprunner/latest/api/API_DeleteObservabilityConfiguration.html	Write			Grants permission to delete an AWS App Runner observability configuration resource
AWS App Runner 	apprunner	DeleteService	https://docs.aws.amazon.com/apprunner/latest/api/API_DeleteService.html	Write			Grants permission to delete an AWS App Runner service resource
AWS App Runner 	apprunner	DeleteVpcConnector	https://docs.aws.amazon.com/apprunner/latest/api/API_DeleteVpcConnector.html	Write			Grants permission to delete an AWS App Runner VPC connector resource
AWS App Runner 	apprunner	DescribeAutoScalingConfiguration	https://docs.aws.amazon.com/apprunner/latest/api/API_DescribeAutoScalingConfiguration.html	Read			Grants permission to retrieve the description of an AWS App Runner automatic scaling configuration resource
AWS App Runner 	apprunner	DescribeCustomDomains	https://docs.aws.amazon.com/apprunner/latest/api/API_DescribeCustomDomains.html	Read			Grants permission to retrieve descriptions of custom domain names associated with an AWS App Runner service
AWS App Runner 	apprunner	DescribeObservabilityConfiguration	https://docs.aws.amazon.com/apprunner/latest/api/API_DescribeObservabilityConfiguration.html	Read			Grants permission to retrieve the description of an AWS App Runner observability configuration resource
AWS App Runner 	apprunner	DescribeOperation	https://docs.aws.amazon.com/apprunner/latest/api/API_DescribeOperation.html	Read			Grants permission to retrieve the description of an operation that occurred on an AWS App Runner service
AWS App Runner 	apprunner	DescribeService	https://docs.aws.amazon.com/apprunner/latest/api/API_DescribeService.html	Read			Grants permission to retrieve the description of an AWS App Runner service resource
AWS App Runner 	apprunner	DescribeVpcConnector	https://docs.aws.amazon.com/apprunner/latest/api/API_DescribeVpcConnector.html	Read			Grants permission to retrieve the description of an AWS App Runner VPC connector resource
AWS App Runner 	apprunner	DisassociateCustomDomain	https://docs.aws.amazon.com/apprunner/latest/api/API_DisassociateCustomDomain.html	Write			Grants permission to disassociate a custom domain name from an AWS App Runner service
AWS App Runner 	apprunner	ListAutoScalingConfigurations	https://docs.aws.amazon.com/apprunner/latest/api/API_ListAutoScalingConfigurations.html	List			Grants permission to retrieve a list of AWS App Runner automatic scaling configurations in your AWS account
AWS App Runner 	apprunner	ListConnections	https://docs.aws.amazon.com/apprunner/latest/api/API_ListConnections.html	List			Grants permission to retrieve a list of AWS App Runner connections in your AWS account
AWS App Runner 	apprunner	ListObservabilityConfigurations	https://docs.aws.amazon.com/apprunner/latest/api/API_ListObservabilityConfigurations.html	List			Grants permission to retrieve a list of AWS App Runner observability configurations in your AWS account
AWS App Runner 	apprunner	ListOperations	https://docs.aws.amazon.com/apprunner/latest/api/API_ListOperations.html	List			Grants permission to retrieve a list of operations that occurred on an AWS App Runner service resource
AWS App Runner 	apprunner	ListServices	https://docs.aws.amazon.com/apprunner/latest/api/API_ListServices.html	List			Grants permission to retrieve a list of running AWS App Runner services in your AWS account
AWS App Runner 	apprunner	ListTagsForResource	https://docs.aws.amazon.com/apprunner/latest/api/API_ListTagsForResource.html	Read			Grants permission to list tags associated with an AWS App Runner resource
AWS App Runner 	apprunner	ListVpcConnectors	https://docs.aws.amazon.com/apprunner/latest/api/API_ListVpcConnectors.html	List			Grants permission to retrieve a list of AWS App Runner VPC connectors in your AWS account
AWS App Runner 	apprunner	PauseService	https://docs.aws.amazon.com/apprunner/latest/api/API_PauseService.html	Write			Grants permission to pause an active AWS App Runner service
AWS App Runner 	apprunner	ResumeService	https://docs.aws.amazon.com/apprunner/latest/api/API_ResumeService.html	Write			Grants permission to resume an active AWS App Runner service
AWS App Runner 	apprunner	StartDeployment	https://docs.aws.amazon.com/apprunner/latest/api/API_StartDeployment.html	Write			Grants permission to initiate a manual deployemnt to an AWS App Runner service
AWS App Runner 	apprunner	TagResource	https://docs.aws.amazon.com/apprunner/latest/api/API_TagResource.html	Tagging	aws:TagKeys, aws:RequestTag/${TagKey}		Grants permission to add tags to, or update tag values of, an AWS App Runner resource
AWS App Runner 	apprunner	UntagResource	https://docs.aws.amazon.com/apprunner/latest/api/API_UntagResource.html	Tagging	aws:TagKeys		Grants permission to remove tags from an AWS App Runner resource
AWS App Runner 	apprunner	UpdateService	https://docs.aws.amazon.com/apprunner/latest/api/API_UpdateService.html	Write	apprunner:ConnectionArn, apprunner:AutoScalingConfigurationArn, apprunner:ObservabilityConfigurationArn, apprunner:VpcConnectorArn		Grants permission to update an AWS App Runner service resource
AWS AppConfig 	appconfig	CreateApplication	https://docs.aws.amazon.com/appconfig/2019-10-09/APIReference/API_CreateApplication.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an application
AWS AppConfig 	appconfig	CreateConfigurationProfile	https://docs.aws.amazon.com/appconfig/2019-10-09/APIReference/API_CreateConfigurationProfile.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a configuration profile
AWS AppConfig 	appconfig	CreateDeploymentStrategy	https://docs.aws.amazon.com/appconfig/2019-10-09/APIReference/API_CreateDeploymentStrategy.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a deployment strategy
AWS AppConfig 	appconfig	CreateEnvironment	https://docs.aws.amazon.com/appconfig/2019-10-09/APIReference/API_CreateEnvironment.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an environment
AWS AppConfig 	appconfig	CreateExtension	https://docs.aws.amazon.com/appconfig/2019-10-09/APIReference/API_CreateExtension.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an extension
AWS AppConfig 	appconfig	CreateExtensionAssociation	https://docs.aws.amazon.com/appconfig/2019-10-09/APIReference/API_CreateExtensionAssociation.html	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create an extension association
AWS AppConfig 	appconfig	CreateHostedConfigurationVersion	https://docs.aws.amazon.com/appconfig/2019-10-09/APIReference/API_CreateHostedConfigurationVersion.html	Write			Grants permission to create a hosted configuration version
